Title,Company,City,Country,Type,Seniority,Posted,Collected Date,Applicants,Employees,Industry,Job URL,Job ID,Job Description
"Data Analyst Internship
Data Analyst Internship",Civitatis,Madrid,Spain,On-site,N/A,N/A,2024-08-01,Over 100 applicants,201-500 employees,Software Development,https://www.linkedin.com/jobs/search/?currentJobId=3979154672&keywords=Data%20Analyst&location=European%20Union&refresh=true,3979154672,"""About the job
¿Te apasionan los viajes , la cultura y el ocio y tienes ganas de participar en el crecimiento de la empresa Nº 1 en servicios turísticos en español?

Nuestro equipo no para de crecer y buscamos personas con talento e ilusión por desarrollarse. Somos un equipo joven, multicultural e innovador que entiende cada día como un desafío y una nueva oportunidad para crecer junto con la empresa.

Si quieres conquistar el mundo con nosotros, ¡te estamos esperando!

Buscamos una persona para unirse a nuestro Departamento de Producto como Data Analyst Intern en nuestras oficinas en Madrid.

Como Data Analyst Intern en Civitatis, trabajarás junto con el resto del equipo de datos transformando grandes volúmenes de datos en insights accionables que impulsen la toma de decisiones estratégicas en toda la organización. Durante la beca, trabajarás junto con una de nuestras data analysts, colaborando estrechamente con varios departamentos para optimizar las operaciones y mejorar la experiencia del cliente. Desde el primer día, tu rol será clave para garantizar que Civitatis continúe siendo líder en el mercado de actividades turísticas, utilizando el análisis de datos para innovar y superar las expectativas de nuestros viajeros.

¿Cómo será tu día a día?

Desarrollar y mantener dashboards y reportes que proporcionen insights clave a diferentes áreas de negocio.
Analizar grandes conjuntos de datos para identificar tendencias, anomalías y oportunidades de mejora en el negocio.
Colaborar con el equipo de Data Science para implementar modelos predictivos y prescriptivos que mejoren la toma de decisiones.
Realizar análisis ad hoc para responder a preguntas específicas de los stakeholders.
Trabajar en estrecha colaboración con el equipo de IT para asegurar la calidad y accesibilidad de los datos.
Proponer y ejecutar mejoras en los procesos de recopilación y análisis de datos.
Participar en proyectos interdepartamentales para promover una cultura data-driven en la organización.
Asesorar a los equipos de marketing, ventas y operaciones sobre la interpretación y aplicación de los análisis de datos.


¿Qué buscamos?

Título universitario en Estadística, Matemáticas, Informática o campo relacionado.
Conocimientos avanzados en SQL, Python
Experiencia con herramientas de BI como PowerBI o Tableau.
Experiencia trabajando con grandes bases de datos y sistemas de almacenamiento de datos.
Curiosidad y muchas ganas de aprender cosas nuevas
Fuerte capacidad para traducir análisis complejos en recomendaciones claras y accionables
Inglés B2


¿Por qué Civitatis?

Formarás parte del líder mundial de reserva online de excursiones y visitas guiadas en español.
Espíritu joven, viajero y gran ambiente de trabajo. ¡20 nacionalidades!
Eventos de teambuilding (desayunos, “first thursday”, padel, senderismo, actividades deportivas, etc.).
¡Equipo sano, equipo feliz! Tenemos fruta siempre a mano y clases de yoga gratuitas.
Podrás disfrutar de nuestras más de 90.000 actividades con un super descuento.


¿Te sumas ?"""
"SQL Data Analyst
SQL Data Analyst",Dabster,Barcelona,Spain,On-site,N/A,7 hours ago,2024-08-01,40 applicants,51-200 employees,IT Services and IT Consulting,https://www.linkedin.com/jobs/search/?currentJobId=3988339035&keywords=Data%20Analyst&location=European%20Union&refresh=true,3988339035,"""About the job
As an SQL Data Analyst/Developer, you will be responsible for designing, developing, and maintaining SQL-based data solutions to support our business intelligence and data analytics initiatives. This role requires a strong understanding of SQL Server technologies, data integration tools, and reporting/analytics platforms.

The key elements resource should have:

 SQL Development: Design, develop, and optimize SQL queries, stored procedures, and database objects to support reporting and data analysis requirements.

 Data Integration: Utilize SQL Server Integration Services (SSIS) to design and implement ETL processes for data extraction, transformation, and loading.

 Data Analysis: Develop and maintain SQL Server Analysis Services (SSAS) multidimensional and tabular models to enable complex data analysis and reporting.

 Reporting and Visualization: Create and manage Power BI dashboards and reports to provide actionable insights and support business decision-making.

 Data bricks: Leverage Data bricks for big data processing and analytics, integrating it with SQL-based solutions as needed.

 Data Modeling: Develop and maintain data models and schema designs to support reporting and analytics requirements.

 Performance Tuning: Monitor and optimize database performance to ensure efficient data processing and query execution.

 Collaboration: Work closely with business users and IT teams to gather requirements, troubleshoot issues, and deliver solutions that meet business needs.

 Documentation: Maintain comprehensive documentation of data processes, data models, and reporting solutions.


Technical Skills:

 SQL Server: Proficiency in SQL Server (2008 and above) including T-SQL, SSIS, and SSAS.

 Data Modeling: Experience with tabular models and multidimensional cube development in SSAS.

 Power BI: Expertise in designing and developing Power BI reports and dashboards.

 Data bricks: Familiarity with Data bricks for big data analytics and integration.

 Analytical Skills: Strong analytical and problem-solving abilities with attention to detail.

 Communication Skills: Excellent verbal and written communication skills with the ability to translate technical concepts to non-technical stakeholders.

 Project Management: Ability to manage multiple tasks and projects simultaneously, delivering high-quality results within deadlines"""
"Data Analyst
Data Analyst",Grupo Flexicar,San Sebastián de los Reyes,Spain,On-site,N/A,N/A,2024-08-01,Over 100 applicants,"1,001-5,000 employees",Motor Vehicle Manufacturing,https://www.linkedin.com/jobs/search/?currentJobId=3978395142&keywords=Data%20Analyst&location=European%20Union&refresh=true,3978395142,"""About the job
En Grupo Flexicar estamos buscando un Data Analyst con al menos dos años de experiencia para unirse a nuestro equipo dinámico y en crecimiento. El candidato ideal debe tener un sólido entendimiento de análisis de datos, ser capaz de manejar grandes volúmenes de información y proporcionar insights valiosos que ayuden a la toma de decisiones estratégicas.

Responsabilidades:
- Recopilación, procesamiento y análisis de datos provenientes de diversas fuentes.
- Creación y mantenimiento de informes y dashboards utilizando herramientas de visualización de datos.
- Identificación de tendencias y patrones en los datos que ayuden a mejorar la eficiencia y efectividad de los procesos internos.
- Colaborar con otros equipos para entender sus necesidades de datos y proporcionar soluciones efectivas.
- Desarrollo y mantenimiento de bases de datos y consultas en MySQL.
- Implementación de soluciones en la nube (Google Cloud, Azure, AWS).
- Aplicación de conocimientos básicos de machine learning e inteligencia artificial para proyectos específicos.

Requisitos:
- **Experiencia:** Mínimo 2 años en un rol similar.
- **Educación:** Grado en Informática, Matemáticas, Estadística o un campo relacionado.
- **Conocimientos técnicos:**
 - Git (uso básico para trabajar en proyectos).
 - Software de gestión de proyectos (Jira o similar).
 - Lenguaje de consulta MySQL.
 - Lenguaje de programación Python.
 - Conocimientos en plataformas de nube como Google Cloud, Azure o AWS.
 - Herramientas de visualización de datos (Looker, Tableau, Power BI, etc.).
 - Conocimientos básicos en machine learning e inteligencia artificial.
- **Habilidades deseables:**
 - Buen background en el mundo tecnológico.
 - Capacidad para trabajar en equipo y comunicarse de manera efectiva.
 - Proactividad y capacidad para resolver problemas.

Beneficios:
- Salario competitivo acorde con la experiencia y habilidades del candidato.
- Plan de desarrollo profesional y formación continua.
- Posibilidad de teletrabajo de forma parcial y flexibilidad horaria.
- Entorno de trabajo colaborativo y de apoyo.

Cómo aplicar:

Si cumples con los requisitos y estás interesado en formar parte de nuestro equipo, envía tu CV actualizado y una carta de presentación a judith.rueda@flexicar.es Por favor, incluye en el asunto del correo """"Aplicación para el puesto de Data Analyst"""".

¡Esperamos recibir tu candidatura!"""
"Junior Data Analyst
Junior Data Analyst with verification",Seedtag,Madrid,Spain,On-site,Associate,N/A,2024-08-01,Over 100 applicants,"501-1,000 employees",Advertising Services,https://www.linkedin.com/jobs/search/?currentJobId=3928107813&keywords=Data%20Analyst&location=European%20Union&refresh=true,3928107813,"""About the job
We’re looking for a talented Junior Data Analyst to help us change the world of digital advertising together!

WHO WE ARE
Seedtag is the leading Contextual Advertising Platform. Our proprietary, machine learning-based technology provides human-like understanding of the content in the web, the highest level of brand safety in the industry and unmatched cookieless targeting capabilities.
We engage with the market on both demand and supply side to create, activate and launch high-quality advertising campaigns at scale. We are committed to creating a more beautiful, respectful and engaging way to do advertising.

KEY FIGURES
2014 · Founded by two ex-Googlers
2018 · 16M total turnover & Internationalization & Getting growth
2021 · Fundraising round of 40M€ & +11 countries & +260 Seedtaggers
2022 · Fundraising round of 250M€ + expansion into the U.S market

YOUR CHALLENGE
You will propose new analysis to get the most out of our current data and define what additional data will be needed to improve our current Contextual Understanding
Your data visualization skills will be key to grasp the attention of the public and transmit complex information into simple explanations
You will get full ownership of our contextual data to offer insights and communication strategies to our most relevant clients
You will present your results internally and externally, co-creating contextual strategies with big clients (from Nissan to Coca-Cola, Heineken, Tag Heuer, etc.)
You will help us build contextual tools that would allow the democratization of data inside the company: from sales, to marketing, to operations, the different teams should be using contextual data in their day-to-day
Some experience building extract, transform, load (ETL) data pipelines will be needed here.
You will analyze performance of our current Contextual products and actively proposing improvements together with the Product Team
Finally, you will build a strong knowledge of the ecosystem and sector to develop a strong instinct of how to improve our products and positioning. Creativity here will also be a must!
During all these tasks, you will be using the latest technologies developed by our Machine Learning Engineers: amazing NLP and CV models to get the most out of massive amounts of data!

YOU WILL SUCCEED IN THIS ROLE IF
You have a relevant degree in engineering, mathematics, statistics or an analytics related field
You have between 1 and 3 years of work experience in Data Analysis or a related field
You are proficient in SQL and Python: data treatment and data visualizations are a must
You have an analytical mind capable of structuring complex problems into simple, iterative, solutions
You have full proficiency in Spanish and English
You are energetic, proactive and eager to work in a dynamic environment
You are a real team player with good communication and cooperation skills
You have proven ability to work in a fast-paced, informal, dynamic and exigent environment
You like to have fun while working and don’t take yourself too serious!

It would be a big plus if you
Have previous experience in a startup or have a background in consulting
Have previous experience in presenting and communicating data analysis results and insights to external stakeholders

SEEDTAG PERKS
🚀 Key moment to join Seedtag in terms of growth and opportunities
💯 One Seedtag: Work for a month from any of our open offices with travel and stay paid if you’re a top performer (think of Brazil, NY..., 🏖️)
⌛ Flexible schedule to balance work and personal life
🇬🇧 🇪🇸 🇫🇷 Optional company-paid English, Spanish and/or French courses
📚 Access to learning opportunities (learning & development budget)
🍻 We love what we do, but we also love having fun. We have many team activities you can join and enjoy with your colleagues! A Yearly offsite with all the company, team offsites, and Christmas events.
🏋 Gympass

BENEFITS OF WORKING AT SEEDTAG
Growth: International, highly demanding work environment in one of the fastest growing AdTech companies in Europe. We reject """"that’s the way it’s always been done"""". In Seedtag you can find an energetic, fresh workplace, multicultural work environment where our members are from different countries in Europe, LATAM, US and so many more!
Impact: The chance to have a direct impact, here you don't work for the sake of working, we all have an impact on seedtag in our own way, rowing in the same direction.
Diversity of methodology and people: Seedtag DNA is unique and highly appreciated by very different types of Seedtagers. We embrace diversity and encourage everyone to seek the best version of themselves and to show who they really are. With a total flexible methodology.
Flexibility: At Seedtag, we trust you, you can work from home, the beach or the office. The important thing is to work on your goals.

Are you ready to join the SEEDTAG adventure? Then send us your CV!"""
"Data Analyst (Junior 1-3 Years)
Data Analyst (Junior 1-3 Years)",Sigmaways Inc,Amsterdam,Netherlands,On-site,Associate,N/A,2024-08-01,Over 100 applicants,51-200 employees,IT Services and IT Consulting,https://www.linkedin.com/jobs/search/?currentJobId=3970626757&keywords=Data%20Analyst&location=European%20Union&refresh=true,3970626757,"""About the job
We are looking for a junior Data Analyst/Excel specialist that can help to create data input templates in Excel and Microsoft Forms in order to collect ESG data from different parties. The specifications for the templates and forms from and ESG perspective are clear, but we need help in developing the templates and forms. Besides developing the templates and forms, we want to create some automations with the use of MS Power Platform. The specialist needs deep knowledge on Excel, MS Forms, SharePoint, the MS Power Platform and experience in data collection.

Responsibilities:
Building the ESG data input templates & forms: using Excel, Microsoft Forms, Power Automate or similar readily available technologies to the specifications set by ESG Reporting and ESG Risk
Ensure the temporary data collection “tool” will be able to integrate with current and future Ingka Investments and /or Ingka Group, data platform(s), ESG Dashboard to be improved per specifications set by ESG Reporting and ESG Risk

Digital Skills Requirements:
Advanced Microsoft Excel. Able to create semi-advanced forms based on excel (e.g., with macros, protected sheets).
Microsoft Forms. Able to create (semi-advanced) MS forms
SharePoint.Able to design access control for shared document access in SharePoint
Power Platform. Able to create advanced review flows, logic to process incoming documents/forms, in integration with other Microsoft products, e.g., Forms, Outlook
Experience in data collection process"""
"Junior Business Intelligence Analyst (Remote)
Junior Business Intelligence Analyst (Remote)",Kreativstorm,Genoa,Italy,Remote,Entry level,7 hours ago,2024-08-01,0 applicants,11-50 employees,Business Consulting and Services,https://www.linkedin.com/jobs/search/?currentJobId=3989682355&keywords=Data%20Analyst&location=European%20Union&refresh=true,3989682355,"""About the job
Start your career in business intelligence with Kreativstorm, a leading management-consulting firm based in Berlin, Germany. Work remotely with our multinational team and transform data into actionable insights!

Are you passionate about data and eager to uncover insights that drive business decisions? Kreativstorm is looking for a Junior Business Intelligence Analyst to join our team. You will analyze business data, create reports, and provide insights that help shape strategies. This role offers an excellent opportunity to develop your analytical skills and make a significant impact.

Job Overview and Details:

Location: Fully Remote 
Position: Full-Time 

Requirements

Ideal Candidates:

Pursuing or having a degree in Data Science, Statistics, or a related field. 
Junior business intelligence analysts with a strong interest in data analysis. 
Proficiency in BI tools (e.g., Tableau, Power BI). 
Strong analytical and communication skills. 

Your Role:

Analyze business data to identify trends and opportunities. 
Develop BI reports and dashboards. 
Collaborate with the data team to improve data quality. 
Document and present business insights. 
Support in implementing BI solutions. 

Benefits

Why Join Us? Kreativstorm offers a dynamic and innovative environment. You will work with a team of data experts, gaining hands-on experience in business intelligence. We value creativity, collaboration, and data-driven decision-making. Join us to enhance your BI skills and contribute to the success of our clients.

Apply now and pave the way for your future in business intelligence!"""
"Data Analyst (H/F) | Stage
Data Analyst (H/F) | Stage",DataScientest.com,Puteaux,France,On-site,Internship,N/A,2024-08-01,0 applicants,11-50 employees,Education Administration Programs,https://www.linkedin.com/jobs/search/?currentJobId=3964665839&keywords=Data%20Analyst&location=European%20Union&refresh=true,3964665839,"""About the job
Data Analyst (H/F) | Stage
 Puteaux
 Stage
Postuler 

Retour

Datascientest Is Hiring!

Data Analyst (H/F) | Stage

À propos

Chez DataScientest, ils sont convaincus que la transition des entreprises vers les Data Sciences, l’Intelligence Artificielle et le Cloud, doit passer par la formation et l’accompagnement des professionnels et des particuliers aux outils de demain !

En 7 ans, Datascientest est devenu le leader des formations en Data Science, en France.

Ils ont créé 5 cursus de formation aux métiers de Data Manager, Data Analyst, Data Scientist, ML Engineer et Data Engineer.
Aujourd’hui plus de 30 groupes du CAC40 leur font confiance (TotalEnergies, Axa, Crédit Agricole, Michelin, Allianz…), et ils ont formé plus de 7 000,00 apprenants !
DataScientest se positionne également sur les marchés Allemands et Espagnols avec l'ambition de devenir le leader européen du secteur.

Son succès ?

Un format pédagogique hybride unique: l’alliance d’une plateforme d’apprentissage conçue par leurs data scientists et un suivi personnalisé.
Des séances de coaching animées par des professeurs internalisés de qualité.
Un studio de R&D performant.
Des partenariats stratégiques (Microsoft, Amazon Web Services, MicroStrategy, OVHCloud…),
Et surtout LA MEILLEURE ÉQUIPE !

Descriptif du poste

Au sein du pôle Analytics, votre rôle s’articule autour des axes suivants :

Contribution active au développement d’un produit de formation à venir. C’est l’occasion rêvée pour acquérir les compétences de demain… avant tout le monde 🚀.
Mentorat et accompagnement de projets de Data Analyse, d’Analytics Engineering et de BI
(Si souhaité) Participation à la stratégie R&D du département Tech

Profil recherché

Chez Datascientest, nous valorisons la diversité des profils et sommes convaincus par la force du collectif. Cette offre d’emploi est ouverte à tous, quel que soit votre niveau d’expérience.

Issu(e) d’une formation orientée data vous avez les compétences suivantes :

Vous êtes capable de gérer des charges de travail parfois élevées.
Vous avez une bonne maîtrise de Python et de SQL.
Vous montrez un intérêt pour la compréhension et l’analyse de problématiques métiers.
La maîtrise d’un des principaux outils de BI sur le marché (Power BI, Looker Studio, Tableau,..) est un plus.
Bon niveau rédactionnel et oral en français/anglais.
Vous êtes prêt à énormément apprendre et à vivre une expérience unique dans un environnement start-up.
Attrait pour la polyvalence et capacité à gérer plusieurs projets de front.
Intérêt pour la pédagogie et l'accompagnement humain.

Process de recrutement

STEP 0 RH

STEP 1 Manager

STEP 2 Test technique

STEP 3 Rencontre fondateurs dans les locaux

Informations complémentaires

Type de contrat : Stage (6 à 10 mois)
Date de début : 16 septembre 2024
Lieu : Puteaux 
Télétravail ponctuel autorisé

Vous êtes intéressé par cette offre ?

Postuler"""
"Data Analyst
Data Analyst",ILIAS Solutions,Almere,Netherlands,On-site,Mid-Senior level,N/A,2024-08-01,0 applicants,51-200 employees,IT Services and IT Consulting,https://www.linkedin.com/jobs/search/?currentJobId=3988529897&keywords=Data%20Analyst&location=European%20Union&refresh=true,3988529897,"""About the job
Opportunity

ILIAS Solutions is on the hunt for an experienced Data Analyst, adept at leveraging ERP and sensor data from sophisticated military assets to bolster decision-making and operational efficiency across our defense clientele.

With a focus on delivering standardized analytical solutions, this role calls for an individual capable of swiftly grasping new subjects, informed by a broad dataset encompassing various defense assets and their supporting operations. Your analytical skills will illuminate strategic insights for assets like Fighter Aircraft, Military Transport Aircraft, Frigates, and Submarines, offering our clients a competitive edge in defense capabilities.

You can work in the Almere or Brussels office and at home, with occasional travel to global customer sites.

Want to learn more about your mission? Scroll down for more information.

Your mission

As Our Data Analyst You Will

Analyze a wide array of data sources, including ERP and sensor data from diverse military assets such as Fighter Aircraft, Military Transport Aircraft, Frigates, and Submarines, to provide uniform and powerful analytical solutions.
Ensure our data analysis services securely and effectively meet the common strategic objectives of our defense clients, applying a consistent approach across similar customer profiles.
Serve as the key communicator between technical teams and clients, adeptly translating complex data findings into actionable strategies.
Keep abreast of the latest developments in data analysis, enhancing our ability to provide cutting-edge analytical services.

Your capabilities

Bachelor’s or Master’s degree in Computer Science, Data Science, Engineering, Aviation, or a related field.
At least 3 years of experience in data analysis, with a proven ability to quickly adapt and understand new subjects based on a broad set of data.
Strong proficiency in Python, SQL, and statistical analysis, demonstrated through the application of these skills to diverse data sets.
Exceptional communication and interpersonal skills, capable of simplifying complex technical details for a non-technical audience.
Willingness to occasionally travel to engage directly with our international clients.

Land @ILIAS

Let Youness know what your talents are and send your CV to youness.kaissi@ilias-solutions.com

About Us

ILIAS Solutions is a company on a mission. With 150 passionate colleagues across Belgium, the Netherlands, Denmark, and the US, we design and deliver software solutions that make a real difference for our customers in Defense and other industries. As we continue to grow, we are looking for talented reinforcement who will make a difference every day."""
"Data Analyst
Data Analyst with verification",ComeOn Group,San Ġiljan,Malta,On-site,Associate,N/A,2024-08-01,76 applicants,"501-1,000 employees",Entertainment Providers,https://www.linkedin.com/jobs/search/?currentJobId=3972060250&keywords=Data%20Analyst&location=European%20Union&refresh=true,3972060250,"""About the job
ComeOn Group in short
Founded in 2008, ComeOn Group is a leading global player in the rapidly growing iGaming market. Having launched its first online brand in 2010, ComeOn Group is running a wide range of exciting brands across multiple markets. Managing a multi-brand portfolio on its proprietary platform, offering a secure, innovative, and entertainment-driven player experience in both casino and sports. ComeOn Group is an international employer within the iGaming industry and has over 500 talented employees across 7 main locations.

Location: Malta + Hybrid 

We are on the lookout for a talented Data Analyst to join our dynamic team at ComeOn Group. In this role, you'll be at the heart of our data-driven decision-making process, transforming raw data into actionable insights that fuel business growth. As a Data Analyst, you'll extract, analyze and interpret complex data to provide clear, actionable insights. You'll collaborate with various teams, including Marketing, CRM, Compliance, and Payments, to support their data needs.

Responsibilities:
Design and develop complex SQL queries to extract and analyse large datasets.
Create data visualisations and reports using Tableau, to present findings to stakeholders.
Identify trends, patterns, and correlations in data to inform business decisions.
Provide ad hoc data analysis and reporting support to various stakeholders, including business leaders and product managers.
Develop and maintain dashboards and reports to track key performance indicators (KPIs).
Assist in data-driven decision-making by providing data insights and recommendations.

About you:
Strong proficiency in SQL, including advanced querying techniques and database design
Experience with data visualisation tools like Tableau, Power BI
Good level of MS Excel / Google Sheets
Excellent analytical, problem-solving, and communication skills
Ability to work independently and collaboratively as part of a team
Strong attention to detail and ability to meet deadlines
Enthusiastic, positive and self-disciplined
Ability to work in a fast-paced environment, adapt easily to changing situations and demonstrates flexibility in juggling priorities
At least 2 years of experience in data analysis
Experience with data analysis tools and technologies such as SQL, Tableau, Power BI
Knowledge of Python, and BigQuery would be considered a plus
Experience of working in igaming would also be a plus

So what can you expect from ComeOn as a place of work?

A competitive remuneration package including a company bonus scheme! 💰
Fantastic quarterly team events and weekly company events 😎
A one-time bonus to help you set up a comfortable workstation at home (we’re truly Hybrid!)
On top of our Hybrid work arrangement, up to 40 days a year to work fully remote from anywhere 🌎
Wellbeing allowance
A comprehensive, International Private Health Insurance
Breakfast at the office on Tuesdays
Lunch at the office on Mondays and Wednesdays

At ComeOn, we've embraced a Hybrid Work model, giving our employees the flexibility to work some days at home. Our offices are thoughtfully designed to support this model, featuring practical workspaces for focused efforts and collaborative zones for dynamic creative exchanges. We believe in the power of collaboration to drive innovation and success. While our offices are known for their vibrant atmosphere, rest assured that our primary focus is on achieving results together. We prioritize efficiency and maintain a balance between hard work and camaraderie. When you visit our offices, expect a warm welcome and professional support. Choose ComeOn for your next career move, and experience a workplace that values productivity, teamwork, and the spirit of collaboration.

At ComeOn Group we value diversity and we take concrete action to ensure fairness in our recruitment process. We are committed to assessing candidates on their merit without discriminating against any applicant for whatever reason that is protected by law. We truly value you, as you are.

Want to know more about us just visit our website www.comeon-group.com or any of our social media channels to take a deep dive into our culture!
LinkedIn
Instagram
Facebook
Glassdoor"""
"Data Analyst
Data Analyst",Brookwood Recruitment Ltd,Amsterdam Area (Hybrid),N/A,On-site,N/A,N/A,2024-08-01,Over 100 applicants,11-50 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/search/?currentJobId=3987076506&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=25,3987076506,"""About the job
Data Analyst 
Amsterdam - Hybrid 
Hourly Rate between €72 - €82 Euro - 40 hours per week 
Around 5 months - with a view for a extension 

The Data Analyst will support the product teams to ensure their roadmaps are data driven and support the implementation of a customer journey on site. You will work in close collaboration with tech and product leads to define a sustainable and scalable approach which would help integrating benefits to the user journey. The product vision that you will contribute to will be a long term one supporting the organisations vision.

Responsibilities:

Responsible for owning the design and delivery of parts of Data Analytics solutions based on business requirements, contributing to bringing them from the initial idea-generation phase to implementation with some supervision.
Responsible for working independently on consuming data, preparing it for analytical use and translating business problems to data stories. Can ask for guidance on more complex tasks.
Responsible for working within the scope of their team and delivering work that informs business decisions for the product / business topic they currently work on.
Responsible for leveraging foundational skills in data analysis and data visualization to answer business questions. They incorporate stakeholder requirements when creating intuitive and insightful visualizations that translate data into actionable insights.
Responsible for connecting and collaborating with stakeholders in operational and project-based roles under the guidance of a manager. Uses effective communication to address their needs and presents data insights in an accessible, business-friendly manner.
Responsible for being flexible in adopting existing internal Data Analytics approaches and expanding their technical competencies when a more efficient way presents itself.
Responsible for growing their own craft skills while leveraging Data Analytics for impact on well defined business problems.
Responsible for supporting junior peers when opportunity presents itself through knowledge sharing and setting a good example.
Responsible for networking and proactively connecting with craft peers beyond the team's scope.
Must be familiar with the larger data ecosystem at the organisation and how it relates to the work they do.
Responsible for connecting with peers in related crafts (ie. Data Engineering) as needed on specific projects to ensure successful outcomes.
Must have high level knowledge about the goals of their area (ie. track / vertical).
Responsible for ensuring quality of their own work by validating it through peer review.
Skills:

Driven and results oriented personality
Open to feedback and always looking for ways to improve own performance
Able to understand details while keeping an eye on the bigger picture
Analytical and curious mindset
Strong interpersonal skills
Open and friendly attitude
Strong knowledge and experience on data analysis.
Experience in data management, data visualization and quality.
Understanding of product analytics and experimentation
Knowledge and experience using data analysis and visualization tools (e.g: tableau, data studio, etc)
Knowledge and experience with at least one data analysis language (e.g: R, SQL, Python, etc)"""
"Data Analyst
Data Analyst with verification",Amoria Bond,Amsterdam Area (On-site),N/A,On-site,Mid-Senior level,N/A,2024-08-01,Over 100 applicants,51-200 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/search/?currentJobId=3984636706&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=25,3984636706,"""About the job
Data Analyst | Amsterdam | 12 month | Deta-Vast

Only candidates who are open to Payroll and Deta-Vast are considered for this position

Data Analysis, SQL, Excel, BI Tools, Dutch Speaking, Finance, Stakeholder Management

Are you a junior/medior Data Analyst looking for a role within the finance industry? 

Amoria Bond is currently looking for an accomplished Data Analyst for one of our clients, a leading leasing company based in Amsterdam area.

Skills & Experience:

Data Analysis
SQL
Excel
BI Tools
Stakeholder Management
Dutch Speaking

About the Role:

12 month initial contract
Contract to hire / Deta-Vast
Hybrid working

Are you the Data Analyst we are looking for? Send your CV and contact details to 
Kieran.Hyde@amoriabond.com and I will contact you as soon as I can!

Data Analysis, SQL, Excel, BI Tools, Dutch Speaking, Finance, Stakeholder Management

We will endeavour to respond to your application ASAP. However, there may be times when it is not possible to reply to all applications, due to high volumes of enquiries. This is sometimes the case for unsuccessful applications to one of our vacancies. We apologise for this and can reassure you that we will keep your details and contact you in the future should any suitable positions arise.

Amoria Bond operates as an employment agency and employment business. No terminology in this advert is intended to discriminate on the grounds of age or experience, and we confirm that we are happy to accept applications from persons of any age or experience for this role."""
"Data Analyst
Data Analyst with verification",Hays,Madrid,Spain,On-site,Mid-Senior level,N/A,2024-08-01,Over 100 applicants,"5,001-10,000 employees",Staffing and Recruiting,https://www.linkedin.com/jobs/search/?currentJobId=3984310165&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=25,3984310165,"""About the job
Desde HAYS estamos colaborando con una compañía líder global en consultoría tecnológica, dedicada al desarrollo tecnológico de soluciones adaptadas a las necesidades empresariales del cliente, desde la estrategia y el diseño hasta la gestión de operaciones. Para hacerlo, cuentan con una profunda experiencia en la industria y un dominio de los campos en constante evolución de la nube, los datos, la inteligencia artificial, la conectividad, el software, la ingeniería digital y las plataformas.

Actualmente buscamos un/a Data Analyst para incorporarse a su equipo, a través de una modalidad laboral 100% remoto.

¿Cuáles serán tus funciones?
Liderar iniciativas de análisis de modelos de datos, especialmente en el contexto de una migración de datos. 
Investigar y proponer soluciones de mapeo de datos para cumplir con los modelos de datos objetivo. 
Participar activamente en conversaciones con expertos en calidad de datos, propietarios de datos y responsables de datos, así como con expertos en la materia. 
Brindar soporte durante los ciclos de pruebas para aclarar dudas y resolver incidencias.
Informar sobre el progreso a la alta dirección.

¿Cuáles son los requisitos?
Titulación universitaria en tecnología, preferiblemente en informática.
Más de 3 años de experiencia laboral como analista de datos.
Experiencia en análisis y diseño de sistemas de recopilación de datos.
Historial de desarrollo de análisis de alta calidad que ha resultado en definiciones y migraciones exitosas de modelos de datos.
Mantenimiento de relaciones internas y externas para garantizar el cumplimiento en todas las actividades.
Fuertes habilidades analíticas con la capacidad de recopilar, organizar, analizar y difundir cantidades significativas de información con atención al detalle y precisión.

¿Qué ofrecemos?
Proyecto estable.
Modalidad 100% remoto.
Contratación inicialmente con HAYS, y luego pasas a cliente final.


Estamos esperando perfiles como el tuyo, apasionados con la tecnología y que quiera enfrentarse a un nuevo reto. Si es tu caso, responde a este email enviando tu CV para que podamos contarte más!"""
